"","Year","113 Cause Name","Cause Name","State","Deaths","Age-adjusted Death Rate","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total","Region","low_income_insurance"
"399",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","South Dakota",217,19,0.523,0.088,0.137,0.144,"0.016",0.092,1,"Midwest",0.229
"400",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Tennessee",1656,21.3,0.476,0.06,0.205,0.146,"0.019",0.094,1,"Southeast",0.299
"401",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Texas",2954,11.2,0.475,0.061,0.17,0.103,"0.017",0.174,1,"Southwest",0.344
"402",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Utah",334,13.3,0.601,0.09,0.112,0.096,"0.012",0.09,1,"West",0.202
"403",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Vermont",86,9.7,0.463,0.049,0.281,0.158,"0.007",0.042,1,"Northeast",0.323
"404",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Virginia",1245,13.1,0.537,0.069,0.119,0.139,"0.048",0.088,1,"Southeast",0.207
"405",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Washington",1041,12.6,0.518,0.061,0.208,0.133,"0.02",0.061,1,"West",0.269
"406",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","West Virginia",458,18.2,0.429,0.037,0.28,0.184,"0.013",0.058,1,"Southeast",0.338
"407",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Wisconsin",974,12.9,0.566,0.06,0.168,0.148,"0.007",0.051,1,"Midwest",0.219
"408",2017,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Wyoming",115,17.5,0.521,0.066,0.126,0.142,"0.021",0.123,1,"West",0.249
"409",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","United States",47173,14,0.493,0.065,0.206,0.135,"0.014",0.088,1,"US",0.294
"410",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Alabama",836,16.6,0.46,0.062,0.206,0.157,"0.02",0.095,1,"Southeast",0.301
"411",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Alaska",200,27,0.452,0.032,0.22,0.089,"0.068",0.139,1,"West",0.359
"412",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Arizona",1327,18.2,0.449,0.058,0.223,0.153,"0.016",0.1,1,"Southwest",0.323
"413",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Arkansas",631,20.8,0.415,0.063,0.27,0.155,"0.017",0.08,1,"Southeast",0.35
"414",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","California",4312,10.5,0.471,0.074,0.264,0.108,"0.009",0.072,1,"West",0.336
"415",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Colorado",1181,20.3,0.508,0.075,0.197,0.122,"0.024",0.075,1,"West",0.272
"416",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Connecticut",405,10.5,0.538,0.059,0.203,0.136,"0.007",0.056,1,"Northeast",0.259
"417",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Delaware",112,11.6,0.531,0.052,0.179,0.167,"0.015",0.056,1,"Northeast",0.235
"418",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Florida",3227,14,0.397,0.097,0.186,0.172,"0.019",0.129,1,"Southeast",0.315
"419",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Georgia",1451,13.6,0.486,0.065,0.174,0.118,"0.023",0.134,1,"Southeast",0.308
"420",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Hawaii",227,15.2,0.541,0.048,0.175,0.147,"0.05",0.038,1,"West",0.213
"421",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Idaho",392,23.2,0.465,0.095,0.175,0.14,"0.018",0.107,1,"West",0.282
"422",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Illinois",1474,11.2,0.534,0.06,0.2,0.131,"0.006",0.069,1,"Midwest",0.269
"423",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Indiana",1092,16.3,0.529,0.054,0.181,0.142,"0.009",0.084,1,"Midwest",0.265
"424",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Iowa",479,15,0.553,0.067,0.18,0.148,"0.008",0.044,1,"Midwest",0.224
"425",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Kansas",553,19.1,0.546,0.069,0.135,0.139,"0.025",0.085,1,"Midwest",0.22
"426",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Kentucky",770,16.9,0.464,0.045,0.271,0.151,"0.014",0.055,1,"Southeast",0.326
"427",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Louisiana",720,15.2,0.435,0.058,0.283,0.127,"0.015",0.083,1,"Southeast",0.366
"428",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Maine",274,18.9,0.492,0.065,0.181,0.167,"0.017",0.078,1,"Northeast",0.259
"429",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Maryland",630,9.9,0.562,0.056,0.178,0.124,"0.018",0.061,1,"Northeast",0.239
"430",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Massachusetts",682,9.5,0.552,0.054,0.236,0.125,"0.005",0.028,1,"Northeast",0.264
"431",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Michigan",1457,14.1,0.514,0.054,0.224,0.151,"0.006",0.051,1,"Midwest",0.275
"432",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Minnesota",783,13.9,0.575,0.058,0.173,0.142,"0.007",0.045,1,"Midwest",0.218
"433",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Mississippi",445,15,0.42,0.06,0.244,0.134,"0.021",0.121,1,"Southeast",0.365
"434",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Missouri",1151,18.5,0.515,0.07,0.149,0.16,"0.015",0.091,1,"Midwest",0.24
"435",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Montana",311,28.9,0.436,0.094,0.193,0.164,"0.022",0.091,1,"West",0.284
"436",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Nebraska",275,14.7,0.556,0.079,0.125,0.134,"0.02",0.086,1,"Midwest",0.211
"437",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Nevada",627,20.3,0.493,0.053,0.189,0.136,"0.018",0.111,1,"West",0.3
"438",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Hampshire",265,18.9,0.573,0.056,0.138,0.168,"0.009",0.057,1,"Northeast",0.195
"439",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Jersey",795,8.3,0.56,0.057,0.171,0.131,"0.005",0.076,1,"Northeast",0.247
"440",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Mexico",491,23.3,0.362,0.048,0.336,0.141,"0.021",0.091,1,"Southwest",0.427
"441",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New York",1696,8.1,0.494,0.059,0.263,0.122,"<.01",0.057,1,"Northeast",0.32
"442",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","North Carolina",1521,14.3,0.463,0.072,0.184,0.146,"0.027",0.107,1,"Southeast",0.291
"443",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","North Dakota",154,20.1,0.58,0.091,0.107,0.131,"0.016",0.075,1,"Midwest",0.182
"444",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Ohio",1740,14.8,0.521,0.048,0.211,0.153,"0.009",0.058,1,"Midwest",0.269
"445",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Oklahoma",756,19.1,0.453,0.059,0.18,0.147,"0.021",0.14,1,"Southwest",0.32
"446",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Oregon",825,19,0.471,0.071,0.229,0.152,"0.01",0.068,1,"West",0.297
"447",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Pennsylvania",2030,15,0.522,0.059,0.197,0.16,"0.006",0.055,1,"Northeast",0.252
"448",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Rhode Island",129,11.8,0.512,0.06,0.236,0.139,"0.008",0.045,1,"Northeast",0.281
"449",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","South Carolina",838,16.3,0.453,0.061,0.19,0.161,"0.023",0.111,1,"Southeast",0.301
"450",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","South Dakota",191,22.5,0.523,0.088,0.137,0.144,"0.016",0.092,1,"Midwest",0.229
"451",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Tennessee",1166,16.8,0.476,0.06,0.205,0.146,"0.019",0.094,1,"Southeast",0.299
"452",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Texas",3778,13.4,0.475,0.061,0.17,0.103,"0.017",0.174,1,"Southwest",0.344
"453",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Utah",663,22.7,0.601,0.09,0.112,0.096,"0.012",0.09,1,"West",0.202
"454",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Vermont",112,18.3,0.463,0.049,0.281,0.158,"0.007",0.042,1,"Northeast",0.323
"455",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Virginia",1179,13.4,0.537,0.069,0.119,0.139,"0.048",0.088,1,"Southeast",0.207
"456",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Washington",1297,16.9,0.518,0.061,0.208,0.133,"0.02",0.061,1,"West",0.269
"457",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","West Virginia",393,21.1,0.429,0.037,0.28,0.184,"0.013",0.058,1,"Southeast",0.338
"458",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Wisconsin",926,15.4,0.566,0.06,0.168,0.148,"0.007",0.051,1,"Midwest",0.219
"459",2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Wyoming",157,26.9,0.521,0.066,0.126,0.142,"0.021",0.123,1,"West",0.249
"460",2017,"Malignant neoplasms (C00-C97)","Cancer","United States",599108,152.5,0.493,0.065,0.206,0.135,"0.014",0.088,1,"US",0.294
"461",2017,"Malignant neoplasms (C00-C97)","Cancer","Alabama",10410,170,0.46,0.062,0.206,0.157,"0.02",0.095,1,"Southeast",0.301
"462",2017,"Malignant neoplasms (C00-C97)","Cancer","Alaska",926,139.2,0.452,0.032,0.22,0.089,"0.068",0.139,1,"West",0.359
"463",2017,"Malignant neoplasms (C00-C97)","Cancer","Arizona",12008,135.8,0.449,0.058,0.223,0.153,"0.016",0.1,1,"Southwest",0.323
"464",2017,"Malignant neoplasms (C00-C97)","Cancer","Arkansas",6517,173.6,0.415,0.063,0.27,0.155,"0.017",0.08,1,"Southeast",0.35
"465",2017,"Malignant neoplasms (C00-C97)","Cancer","California",59516,136.8,0.471,0.074,0.264,0.108,"0.009",0.072,1,"West",0.336
"466",2017,"Malignant neoplasms (C00-C97)","Cancer","Colorado",7829,131,0.508,0.075,0.197,0.122,"0.024",0.075,1,"West",0.272
"467",2017,"Malignant neoplasms (C00-C97)","Cancer","Connecticut",6608,139.6,0.538,0.059,0.203,0.136,"0.007",0.056,1,"Northeast",0.259
"468",2017,"Malignant neoplasms (C00-C97)","Cancer","Delaware",2085,160.4,0.531,0.052,0.179,0.167,"0.015",0.056,1,"Northeast",0.235
"469",2017,"Malignant neoplasms (C00-C97)","Cancer","Florida",45131,145.9,0.397,0.097,0.186,0.172,"0.019",0.129,1,"Southeast",0.315
"470",2017,"Malignant neoplasms (C00-C97)","Cancer","Georgia",17135,154.9,0.486,0.065,0.174,0.118,"0.023",0.134,1,"Southeast",0.308
"471",2017,"Malignant neoplasms (C00-C97)","Cancer","Hawaii",2456,128.6,0.541,0.048,0.175,0.147,"0.05",0.038,1,"West",0.213
"472",2017,"Malignant neoplasms (C00-C97)","Cancer","Idaho",3020,153.2,0.465,0.095,0.175,0.14,"0.018",0.107,1,"West",0.282
"473",2017,"Malignant neoplasms (C00-C97)","Cancer","Illinois",24150,157.9,0.534,0.06,0.2,0.131,"0.006",0.069,1,"Midwest",0.269
"474",2017,"Malignant neoplasms (C00-C97)","Cancer","Indiana",13462,170,0.529,0.054,0.181,0.142,"0.009",0.084,1,"Midwest",0.265
"475",2017,"Malignant neoplasms (C00-C97)","Cancer","Iowa",6449,158,0.553,0.067,0.18,0.148,"0.008",0.044,1,"Midwest",0.224
"476",2017,"Malignant neoplasms (C00-C97)","Cancer","Kansas",5494,157.2,0.546,0.069,0.135,0.139,"0.025",0.085,1,"Midwest",0.22
"477",2017,"Malignant neoplasms (C00-C97)","Cancer","Kentucky",10145,185.7,0.464,0.045,0.271,0.151,"0.014",0.055,1,"Southeast",0.326
"478",2017,"Malignant neoplasms (C00-C97)","Cancer","Louisiana",9513,174.9,0.435,0.058,0.283,0.127,"0.015",0.083,1,"Southeast",0.366
"479",2017,"Malignant neoplasms (C00-C97)","Cancer","Maine",3391,170.8,0.492,0.065,0.181,0.167,"0.017",0.078,1,"Northeast",0.259
"480",2017,"Malignant neoplasms (C00-C97)","Cancer","Maryland",10796,151.5,0.562,0.056,0.178,0.124,"0.018",0.061,1,"Northeast",0.239
"481",2017,"Malignant neoplasms (C00-C97)","Cancer","Massachusetts",12934,149.3,0.552,0.054,0.236,0.125,"0.005",0.028,1,"Northeast",0.264
"482",2017,"Malignant neoplasms (C00-C97)","Cancer","Michigan",20671,161.3,0.514,0.054,0.224,0.151,"0.006",0.051,1,"Midwest",0.275
"483",2017,"Malignant neoplasms (C00-C97)","Cancer","Minnesota",9896,146.8,0.575,0.058,0.173,0.142,"0.007",0.045,1,"Midwest",0.218
"484",2017,"Malignant neoplasms (C00-C97)","Cancer","Mississippi",6526,183.1,0.42,0.06,0.244,0.134,"0.021",0.121,1,"Southeast",0.365
"485",2017,"Malignant neoplasms (C00-C97)","Cancer","Missouri",12971,167.3,0.515,0.07,0.149,0.16,"0.015",0.091,1,"Midwest",0.24
"486",2017,"Malignant neoplasms (C00-C97)","Cancer","Montana",2145,152.6,0.436,0.094,0.193,0.164,"0.022",0.091,1,"West",0.284
"487",2017,"Malignant neoplasms (C00-C97)","Cancer","Nebraska",3502,152.6,0.556,0.079,0.125,0.134,"0.02",0.086,1,"Midwest",0.211
"488",2017,"Malignant neoplasms (C00-C97)","Cancer","Nevada",5283,155.3,0.493,0.053,0.189,0.136,"0.018",0.111,1,"West",0.3
"489",2017,"Malignant neoplasms (C00-C97)","Cancer","New Hampshire",2760,153.5,0.573,0.056,0.138,0.168,"0.009",0.057,1,"Northeast",0.195
"490",2017,"Malignant neoplasms (C00-C97)","Cancer","New Jersey",16264,144.6,0.56,0.057,0.171,0.131,"0.005",0.076,1,"Northeast",0.247
"491",2017,"Malignant neoplasms (C00-C97)","Cancer","New Mexico",3620,138.3,0.362,0.048,0.336,0.141,"0.021",0.091,1,"Southwest",0.427
"492",2017,"Malignant neoplasms (C00-C97)","Cancer","New York",34956,141.2,0.494,0.059,0.263,0.122,"<.01",0.057,1,"Northeast",0.32
"493",2017,"Malignant neoplasms (C00-C97)","Cancer","North Carolina",19474,157.1,0.463,0.072,0.184,0.146,"0.027",0.107,1,"Southeast",0.291
"494",2017,"Malignant neoplasms (C00-C97)","Cancer","North Dakota",1280,142.6,0.58,0.091,0.107,0.131,"0.016",0.075,1,"Midwest",0.182
"495",2017,"Malignant neoplasms (C00-C97)","Cancer","Ohio",25643,171.2,0.521,0.048,0.211,0.153,"0.009",0.058,1,"Midwest",0.269
"496",2017,"Malignant neoplasms (C00-C97)","Cancer","Oklahoma",8203,177.3,0.453,0.059,0.18,0.147,"0.021",0.14,1,"Southwest",0.32
"497",2017,"Malignant neoplasms (C00-C97)","Cancer","Oregon",8083,154.2,0.471,0.071,0.229,0.152,"0.01",0.068,1,"West",0.297
"498",2017,"Malignant neoplasms (C00-C97)","Cancer","Pennsylvania",28387,161,0.522,0.059,0.197,0.16,"0.006",0.055,1,"Northeast",0.252
"499",2017,"Malignant neoplasms (C00-C97)","Cancer","Rhode Island",2154,154.2,0.512,0.06,0.236,0.139,"0.008",0.045,1,"Northeast",0.281
"500",2017,"Malignant neoplasms (C00-C97)","Cancer","South Carolina",10356,162.7,0.453,0.061,0.19,0.161,"0.023",0.111,1,"Southeast",0.301
"501",2017,"Malignant neoplasms (C00-C97)","Cancer","South Dakota",1715,156.9,0.523,0.088,0.137,0.144,"0.016",0.092,1,"Midwest",0.229
"502",2017,"Malignant neoplasms (C00-C97)","Cancer","Tennessee",14302,173.4,0.476,0.06,0.205,0.146,"0.019",0.094,1,"Southeast",0.299
"503",2017,"Malignant neoplasms (C00-C97)","Cancer","Texas",40668,146.5,0.475,0.061,0.17,0.103,"0.017",0.174,1,"Southwest",0.344
"504",2017,"Malignant neoplasms (C00-C97)","Cancer","Utah",3161,120.3,0.601,0.09,0.112,0.096,"0.012",0.09,1,"West",0.202
"505",2017,"Malignant neoplasms (C00-C97)","Cancer","Vermont",1434,164.5,0.463,0.049,0.281,0.158,"0.007",0.042,1,"Northeast",0.323
"506",2017,"Malignant neoplasms (C00-C97)","Cancer","Virginia",15064,152.6,0.537,0.069,0.119,0.139,"0.048",0.088,1,"Southeast",0.207
"507",2017,"Malignant neoplasms (C00-C97)","Cancer","Washington",12664,148.4,0.518,0.061,0.208,0.133,"0.02",0.061,1,"West",0.269
"508",2017,"Malignant neoplasms (C00-C97)","Cancer","West Virginia",4654,179.4,0.429,0.037,0.28,0.184,"0.013",0.058,1,"Southeast",0.338
"509",2017,"Malignant neoplasms (C00-C97)","Cancer","Wisconsin",11318,153.2,0.566,0.06,0.168,0.148,"0.007",0.051,1,"Midwest",0.219
"510",2017,"Malignant neoplasms (C00-C97)","Cancer","Wyoming",948,136.1,0.521,0.066,0.126,0.142,"0.021",0.123,1,"West",0.249
"511",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","United States",50633,13,0.493,0.065,0.206,0.135,"0.014",0.088,1,"US",0.294
"512",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Alabama",980,16.5,0.46,0.062,0.206,0.157,"0.02",0.095,1,"Southeast",0.301
"513",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Alaska",54,9.9,0.452,0.032,0.22,0.089,"0.068",0.139,1,"West",0.359
"514",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Arizona",540,6.2,0.449,0.058,0.223,0.153,"0.016",0.1,1,"Southwest",0.323
"515",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Arkansas",725,19.7,0.415,0.063,0.27,0.155,"0.017",0.08,1,"Southeast",0.35
"516",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","California",3887,8.9,0.471,0.074,0.264,0.108,"0.009",0.072,1,"West",0.336
"517",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Colorado",503,8.9,0.508,0.075,0.197,0.122,"0.024",0.075,1,"West",0.272
"518",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Connecticut",554,11.2,0.538,0.059,0.203,0.136,"0.007",0.056,1,"Northeast",0.259
"519",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Delaware",205,16.1,0.531,0.052,0.179,0.167,"0.015",0.056,1,"Northeast",0.235
"520",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Florida",3172,10.1,0.397,0.097,0.186,0.172,"0.019",0.129,1,"Southeast",0.315
"521",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Georgia",1942,18.6,0.486,0.065,0.174,0.118,"0.023",0.134,1,"Southeast",0.308
"522",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Hawaii",208,10.7,0.541,0.048,0.175,0.147,"0.05",0.038,1,"West",0.213
"523",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Idaho",170,9,0.465,0.095,0.175,0.14,"0.018",0.107,1,"West",0.282
"524",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Illinois",2565,16.8,0.534,0.06,0.2,0.131,"0.006",0.069,1,"Midwest",0.269
"525",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Indiana",1440,18.5,0.529,0.054,0.181,0.142,"0.009",0.084,1,"Midwest",0.265
"526",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Iowa",367,8.8,0.553,0.067,0.18,0.148,"0.008",0.044,1,"Midwest",0.224
"527",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Kansas",541,15,0.546,0.069,0.135,0.139,"0.025",0.085,1,"Midwest",0.22
"528",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Kentucky",1024,19.4,0.464,0.045,0.271,0.151,"0.014",0.055,1,"Southeast",0.326
"529",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Louisiana",1076,20.6,0.435,0.058,0.283,0.127,"0.015",0.083,1,"Southeast",0.366
"530",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Maine",260,13,0.492,0.065,0.181,0.167,"0.017",0.078,1,"Northeast",0.259
"531",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Maryland",830,11.9,0.562,0.056,0.178,0.124,"0.018",0.061,1,"Northeast",0.239
"532",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Massachusetts",1193,13.4,0.552,0.054,0.236,0.125,"0.005",0.028,1,"Northeast",0.264
"533",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Michigan",1874,14.7,0.514,0.054,0.224,0.151,"0.006",0.051,1,"Midwest",0.275
"534",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Minnesota",537,7.7,0.575,0.058,0.173,0.142,"0.007",0.045,1,"Midwest",0.218
"535",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Mississippi",741,21.7,0.42,0.06,0.244,0.134,"0.021",0.121,1,"Southeast",0.365
"536",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Missouri",1515,19.6,0.515,0.07,0.149,0.16,"0.015",0.091,1,"Midwest",0.24
"537",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Montana",129,9.2,0.436,0.094,0.193,0.164,"0.022",0.091,1,"West",0.284
"538",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Nebraska",226,9.5,0.556,0.079,0.125,0.134,"0.02",0.086,1,"Midwest",0.211
"539",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Nevada",299,9,0.493,0.053,0.189,0.136,"0.018",0.111,1,"West",0.3
"540",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New Hampshire",169,9.4,0.573,0.056,0.138,0.168,"0.009",0.057,1,"Northeast",0.195
"541",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New Jersey",1591,13.9,0.56,0.057,0.171,0.131,"0.005",0.076,1,"Northeast",0.247
"542",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New Mexico",330,12.9,0.362,0.048,0.336,0.141,"0.021",0.091,1,"Southwest",0.427
"543",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New York",2296,9.1,0.494,0.059,0.263,0.122,"<.01",0.057,1,"Northeast",0.32
"544",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","North Carolina",2040,17.1,0.463,0.072,0.184,0.146,"0.027",0.107,1,"Southeast",0.291
"545",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","North Dakota",122,12.9,0.58,0.091,0.107,0.131,"0.016",0.075,1,"Midwest",0.182
"546",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Ohio",2237,15,0.521,0.048,0.211,0.153,"0.009",0.058,1,"Midwest",0.269
"547",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Oklahoma",461,10.2,0.453,0.059,0.18,0.147,"0.021",0.14,1,"Southwest",0.32
"548",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Oregon",377,7.3,0.471,0.071,0.229,0.152,"0.01",0.068,1,"West",0.297
"549",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Pennsylvania",2898,15.9,0.522,0.059,0.197,0.16,"0.006",0.055,1,"Northeast",0.252
"550",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Rhode Island",176,11.6,0.512,0.06,0.236,0.139,"0.008",0.045,1,"Northeast",0.281
"551",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","South Carolina",950,15.5,0.453,0.061,0.19,0.161,"0.023",0.111,1,"Southeast",0.301
"552",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","South Dakota",75,6.8,0.523,0.088,0.137,0.144,"0.016",0.092,1,"Midwest",0.229
"553",2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Tennessee",1140,14.4,0.476,0.06,0.205,0.146,"0.019",0.094,1,"Southeast",0.299
